INSERT INTO myTable (actorMovieID,MovID) VALUES (1,1),(2,2),(3,3),(4,4),(5,5),(6,6),(7,7),(8,8),(9,9),(10,10),(11,11),(12,12),(12,18),(13,13),(14,14),(15,15),(16,16),(17,17),(18,19),(19,20),(21,21),(22,22),(23,23),(24,24),(25,25),(26,26),(27,27),(28,28),(29,29),(30,30),(31,31),(32,32),(33,33),(34,34),(35,35),(36,36),(37,37),(38,38),(39,39),(40,40),(41,41),(42,42),(43,43),(44,44),(45,45),(46,46),(47,47),(48,48),(49,49),(50,50),(51,51),(52,52),(53,53),(54,54),(55,55),(56,56),(57,57),(58,58),(59,59),(60,60),(61,61),(62,62),(63,63),(64,64),(65,65),(66,66),(67,67),(68,68),(69,69),(70,70),(71,71),(72,72),(73,73),(74,74),(75,75),(76,76),(77,77),(78,78),(79,79),(80,80),(81,81),(82,82),(83,83),(84,84),(85,85),(86,86),(87,87),(88,88),(89,89),(90,90),(91,91),(92,92),(93,93),(94,94),(95,95),(96,96),(97,97),(98,98),(99,99),(100,100)
,(1,101),(2,102),(3,103),(4,104),(5,105),(6,106),(7,107),(8,108),(9,109),(10,110),(11,111),(12,112),(13,113),(14,114),(15,115),(16,116),(17,117),(18,118),(19,119),(20,120),(21,121),(22,122),(23,123),(24,124),(25,125),(26,126),(27,127),(28,128),(29,129),(30,130),(31,131),(32,132),(33,133),(34,134),(35,135),(36,136),(37,137),(38,138),(39,139),(40,140),(41,141),(42,142),(43,143),(44,144),(45,145),(46,146),(47,147),(48,148),(49,149),(50,150),(51,151),(52,152),(53,153),(54,154),(55,155),(56,156),(57,157),(58,158),(59,159),(60,160),(61,161),(62,162),(63,163),(64,164),(65,165),(66,166),(67,167),(68,168),(69,169),(70,170),(71,171),(72,172),(73,173),(74,174),(75,175),(76,176),(77,177),(78,178),(79,179),(80,180),(81,181),(82,182),(83,183),(84,184),(85,185),(86,186),(87,187),(88,188),(89,189),(90,190),(91,191),(92,192),(93,193),(94,194),(95,195),(96,196),(97,197),(98,198),(99,199),(100,200)
,(1,201),(2,202),(3,203),(4,204),(5,205),(6,206),(7,207),(8,208),(9,209),(10,210),(11,211),(12,212),(13,213),(14,214),(15,215),(16,216),(17,217),(18,218),(19,219),(20,220),(21,221),(22,222),(23,223),(24,224),(25,225),(26,226),(27,227),(28,228),(29,229),(30,230),(31,231),(32,232),(33,233),(34,234),(35,235),(36,236),(37,237),(38,238),(39,239),(40,240),(41,241),(42,242),(43,243),(44,244),(45,245),(46,246),(47,247),(48,248),(49,249),(50,250),(51,251),(52,252),(53,253),(54,254),(55,255),(56,256),(57,257),(58,258),(59,259),(60,260),(61,261),(62,262),(63,263),(64,264),(65,265),(66,266),(67,267),(68,268),(69,269),(70,270),(71,271),(72,272),(73,273),(74,274),(75,275),(76,276),(77,277),(78,278),(79,279),(80,280),(81,281),(82,282),(83,283),(84,284),(85,285),(86,286),(87,287),(88,288),(89,289),(90,290),(91,291),(92,292),(93,293),(94,294),(95,295),(96,296),(97,297),(98,298),(99,299),(100,300)
,(1,301),(2,302),(3,303),(4,304),(5,305),(6,306),(7,307),(8,308),(9,309),(10,310),(11,311),(12,312),(13,313),(14,314),(15,315),(16,316),(17,317),(18,318),(19,319),(20,320),(21,321),(22,322),(23,323),(24,324),(25,325),(26,326),(27,327),(28,328),(29,329),(30,330),(31,331),(32,332),(33,333),(34,334),(35,335),(36,336),(37,337),(38,338),(39,339),(40,340),(41,341),(42,342),(43,343),(44,344),(45,345),(46,346),(47,347),(48,348),(49,349),(50,350),(51,351),(52,352),(53,353),(54,354),(55,355),(56,356),(57,357),(58,358),(59,359),(60,360),(61,361),(62,362),(63,363),(64,364),(65,365),(66,366),(67,367),(68,368),(69,369),(70,370),(71,371),(72,372),(73,373),(74,374),(75,375),(76,376),(77,377),(78,378),(79,379),(80,380),(81,381),(82,382),(83,383),(84,384),(85,385),(86,386),(87,387),(88,388),(89,389),(90,390),(91,391),(92,392),(93,393),(94,394),(95,395),(96,396),(97,397),(98,398),(99,399),(100,400)
,(1,401),(2,402),(3,403),(4,404),(5,405),(6,406),(7,407),(8,408),(9,409),(10,410),(11,411),(12,412),(13,413),(14,414),(15,415),(16,416),(17,417),(18,418),(19,419),(20,420),(21,421),(22,422),(23,423),(24,424),(25,425),(26,426),(27,427),(28,428),(29,429),(30,430),(31,431),(32,432),(33,433),(34,434),(35,435),(36,436),(37,437),(38,438),(39,439),(40,440),(41,441),(42,442),(43,443),(44,444),(45,445),(46,446),(47,447),(48,448),(49,449),(50,450),(51,451),(52,452),(53,453),(54,454),(55,455),(56,456),(57,457),(58,458),(59,459),(60,460),(61,461),(62,462),(63,463),(64,464),(65,465),(66,466),(67,467),(68,468),(69,469),(70,470),(71,471),(72,472),(73,473),(74,474),(75,475),(76,476),(77,477),(78,478),(79,479),(80,480),(81,481),(82,482),(83,483),(84,484),(85,485),(86,486),(87,487),(88,488),(89,489),(90,490),(91,491),(92,492),(93,493),(94,494),(95,495),(96,496),(97,497),(98,498),(99,499),(100,500)
,(1,501),(2,502),(3,503),(4,504),(5,505),(6,506),(7,507),(8,508),(9,509),(10,510),(11,511),(12,512),(13,513),(14,514),(15,515),(16,516),(17,517),(18,518),(19,519),(20,520),(21,521),(22,522),(23,523),(24,524),(25,525),(26,526),(27,527),(28,528),(29,529),(30,530),(31,531),(32,532),(33,533),(34,534),(35,535),(36,536),(37,537),(38,538),(39,539),(40,540),(41,541),(42,542),(43,543),(44,544),(45,545),(46,546),(47,547),(48,548),(49,549),(50,550),(51,551),(52,552),(53,553),(54,554),(55,555),(56,556),(57,557),(58,558),(59,559),(60,560),(61,561),(62,562),(63,563),(64,564),(65,565),(66,566),(67,567),(68,568),(69,569),(70,570),(71,571),(72,572),(73,573),(74,574),(75,575),(76,576),(77,577),(78,578),(79,579),(80,580),(81,581),(82,582),(83,583),(84,584),(85,585),(86,586),(87,587),(88,588),(89,589),(90,590),(91,591),(92,592),(93,593),(94,594),(95,595),(96,596),(97,597),(98,598),(99,599),(100,600)
,(1,601),(2,602),(3,603),(4,604),(5,605),(6,606),(7,607),(8,608),(9,609),(10,610),(11,611),(12,612),(13,613),(14,614),(15,615),(16,616),(17,617),(18,618),(19,619),(20,620),(21,621),(22,622),(23,623),(24,624),(25,625),(26,626),(27,627),(28,628),(29,629),(30,630),(31,631),(32,632),(33,633),(34,634),(35,635),(36,636),(37,637),(38,638),(39,639),(40,640),(41,641),(42,642),(43,643),(44,644),(45,645),(46,646),(47,647),(48,648),(49,649),(50,650),(51,651),(52,652),(53,653),(54,654),(55,655),(56,656),(57,657),(58,658),(59,659),(60,660),(61,661),(62,662),(63,663),(64,664),(65,665),(66,666),(67,667),(68,668),(69,669),(70,670),(71,671),(72,672),(73,673),(74,674),(75,675),(76,676),(77,677),(78,678),(79,679),(80,680),(81,681),(82,682),(83,683),(84,684),(85,685),(86,686),(87,687),(88,688),(89,689),(90,690),(91,691),(92,692),(93,693),(94,694),(95,695),(96,696),(97,697),(98,698),(99,699),(100,700)
,(1,701),(2,702),(3,703),(4,704),(5,705),(6,706),(7,707),(8,708),(9,709),(10,710),(11,711),(12,712),(13,713),(14,714),(15,715),(16,716),(17,717),(18,718),(19,719),(20,720),(21,721),(22,722),(23,723),(24,724),(25,725),(26,726),(27,727),(28,728),(29,729),(30,730),(31,731),(32,732),(33,733),(34,734),(35,735),(36,736),(37,737),(38,738),(39,739),(40,740),(41,741),(42,742),(43,743),(44,744),(45,745),(46,746),(47,747),(48,748),(49,749),(50,750),(51,751),(52,752),(53,753),(54,754),(55,755),(56,756),(57,757),(58,758),(59,759),(60,760),(61,761),(62,762),(63,763),(64,764),(65,765),(66,766),(67,767),(68,768),(69,769),(70,770),(71,771),(72,772),(73,773),(74,774),(75,775),(76,776),(77,777),(78,778),(79,779),(80,780),(81,781),(82,782),(83,783),(84,784),(85,785),(86,786),(87,787),(88,788),(89,789),(90,790),(91,791),(92,792),(93,793),(94,794),(95,795),(96,796),(97,797),(98,798),(99,799),(100,800)
,(1,801),(2,802),(3,803),(4,804),(5,805),(6,806),(7,807),(8,808),(9,809),(10,810),(11,811),(12,812),(13,813),(14,814),(15,815),(16,816),(17,817),(18,818),(19,819),(20,820),(21,821),(22,822),(23,823),(24,824),(25,825),(26,826),(27,827),(28,828),(29,829),(30,830),(31,831),(32,832),(33,833),(34,834),(35,835),(36,836),(37,837),(38,838),(39,839),(40,840),(41,841),(42,842),(43,843),(44,844),(45,845),(46,846),(47,847),(48,848),(49,849),(50,850),(51,851),(52,852),(53,853),(54,854),(55,855),(56,856),(57,857),(58,858),(59,859),(60,860),(61,861),(62,862),(63,863),(64,864),(65,865),(66,866),(67,867),(68,868),(69,869),(70,870),(71,871),(72,872),(73,873),(74,874),(75,875),(76,876),(77,877),(78,878),(79,879),(80,880),(81,881),(82,882),(83,883),(84,884),(85,885),(86,886),(87,887),(88,888),(89,889),(90,890),(91,891),(92,892),(93,893),(94,894),(95,895),(96,896),(97,897),(98,898),(99,899),(100,900)
,(1,901),(2,902),(3,903),(4,904),(5,905),(6,906),(7,907),(8,908),(9,909),(10,910),(11,911),(12,912),(13,913),(14,914),(15,915),(16,916),(17,917),(18,918),(19,919),(20,920),(21,921),(22,922),(23,923),(24,924),(25,925),(26,926),(27,927),(28,928),(29,929),(30,930),(31,931),(32,932),(33,933),(34,934),(35,935),(36,936),(37,937),(38,938),(39,939),(40,940),(41,941),(42,942),(43,943),(44,944),(45,945),(46,946),(47,947),(48,948),(49,949),(50,950),(51,951),(52,952),(53,953),(54,954),(55,955),(56,956),(57,957),(58,958),(59,959),(60,960),(61,961),(62,962),(63,963),(64,964),(65,965),(66,966),(67,967),(68,968),(69,969),(70,970),(71,971),(72,972),(73,973),(74,974),(75,975),(76,976),(77,977),(78,978),(79,979),(80,980),(81,981),(82,982),(83,983),(84,984),(85,985),(86,986),(87,987),(88,988),(89,989),(90,990),(91,991),(92,992),(93,993),(94,994),(95,995),(96,996),(97,997),(98,998),(99,999),(100,1000)
